Category	CONCEPT	avg cosine	animacy	norm_fam	ln(word_freq)	word length	num_syllable
clothing	bra	0.021290203	n	7.45	0	3	1
a_miscellaneous_nonliving_thing	tripod	0.021075786	n	3.45	1.386294361	6	2
clothing	socks	0.021072089	n	8.9	1.945910149	5	1
a_container	bottle	0.021066543	n	8.35	4.510859507	6	2
a_vehicle	trailer	0.021044362	n	6.15	3.135494216	7	2
a_miscellaneous_nonliving_thing	rope	0.020735675	n	6.9	2.944438979	4	1
a_tool	level	0.020561922	n	4.95	5.641907071	5	2
a_musical_instrument	accordion	0.020530499	n	2.9	0	9	4
clothing	earmuffs	0.020513863	n	5.25	0	8	2
a_plant	birch	0.020419593	n	5.5	1.098612289	5	1
a_container	ashtray	0.02003512	n	5.6	0	7	2
a_miscellaneous_nonliving_thing	sink	0.019853974	n	8.5	3.135494216	4	1
a_miscellaneous_nonliving_thing	kite	0.019715342	n	5.2	0	4	1
a_building	inn	0.019702403	n	5.55	2.302585093	3	1
clothing	apron	0.019598891	n	4.75	2.079441542	5	2
a_miscellaneous_nonliving_thing	brick	0.019591497	n	7.4	3.17805383	5	1
an_appliance	microwave	0.019502773	n	7.95	1.098612289	9	3
clothing	jacket	0.019377079	n	8.6	3.663561646	6	2
a_plant	pine	0.019349353	n	4.85	2.772588722	4	1
a_miscellaneous_nonliving_thing	napkin	0.019275416	n	8.25	1.609437912	6	2
a_miscellaneous_nonliving_thing	lantern	0.019212569	n	5.3	2.708050201	7	2
an_automobile	taxi	0.019	n	7.35	2.944438979	4	2
a_miscellaneous_nonliving_thing	wall	0.01861183	n	8.9	5.438079309	4	1
a_miscellaneous_nonliving_thing	drain	0.01835305	n	7.7	3.135494216	5	1
a_tool	microscope	0.018312384	n	5.7	2.197224577	10	3
clothing	leotards	0.018251386	n	6.05	0	8	3
a_vegetable	pepper	0.018190388	n	7.8	2.564949357	6	2
a_miscellaneous_nonliving_thing	subway	0.018160813	n	5.9	2.079441542	6	2
a_miscellaneous_nonliving_thing	saucer	0.01780037	n	6.05	0.693147181	6	2
a_weapon	bomb	0.0177061	n	3.05	4.262679877	4	1
clothing	belt	0.017578558	n	7.95	3.610917913	4	1
a_house	apartment	0.017478743	n	7.8	4.584967479	9	3
a_fashion_accessory	necklace	0.017397412	n	8	1.609437912	8	2
a_machine	typewriter	0.017390018	n	5.3	2.397895273	10	3
a_miscellaneous_nonliving_thing	rattle	0.017371534	n	5	1.791759469	6	2
a_miscellaneous_nonliving_thing	helmet	0.017275416	n	6.2	1.098612289	6	2
a_miscellaneous_nonliving_thing	envelope	0.017273567	n	7.9	3.17805383	8	3
clothing	vest	0.017109057	n	7	1.609437912	4	1
a_food	cake	0.017066543	n	7.4	2.772588722	4	1
furniture	sofa	0.016883549	n	8.4	2.197224577	4	2
a_miscellaneous_nonliving_thing	cigarette	0.016750462	n	5.2	3.610917913	9	3
a_miscellaneous_nonliving_thing	football	0.016650647	n	6.1	3.610917913	8	2
a_vehicle	jeep	0.016626617	n	6.9	2.772588722	4	1
a_weapon	rock	0.016245841	n	7.85	4.584967479	4	1
a_miscellaneous_nonliving_thing	thermometer	0.016162662	n	7	2.772588722	11	4
clothing	nylons	0.016038817	n	6.2	0	6	2
clothing	slippers	0.015996303	n	6.75	2.302585093	8	2
a_musical_instrument	bagpipe	0.015907579	n	3.2	0	7	2
clothing	jeans	0.01581146	n	8.65	3.17805383	5	1
a_plant	cedar	0.01574122	n	5.5	0	5	2
a_house	shell	0.015713494	n	6.2	3.583518938	5	1
a_miscellaneous_nonliving_thing	drapes	0.015602588	n	7.7	0	6	1
clothing	veil	0.015277264	n	3.7	2.397895273	4	1
a_miscellaneous_nonliving_thing	crown	0.015168207	n	2.95	2.944438979	5	1
a_miscellaneous_nonliving_thing	carpet	0.01510536	n	8.75	2.833213344	6	2
clothing	swimsuit	0.015051756	n	7.5	0	8	2
a_miscellaneous_nonliving_thing	mat	0.014393715	n	6.85	1.945910149	3	1
clothing	mittens	0.013959335	n	6.45	0.693147181	7	2
a_miscellaneous_nonliving_thing	curtains	0.013927911	n	8.4	3.044522438	8	2
clothing	gloves	0.013855823	n	8.4	2.772588722	6	1
a_miscellaneous_nonliving_thing	crayon	0.013704251	n	7.6	0	6	2
a_miscellaneous_nonliving_thing	saddle	0.013683919	n	3.75	3.295836866	6	2
clothing	shoes	0.013524954	n	8.9	4.060443011	5	1
a_miscellaneous_nonliving_thing	sandals	0.012783734	n	7.45	1.609437912	7	2
a_miscellaneous_nonliving_thing	toilet	0.012593346	n	8.55	2.833213344	6	2
a_miscellaneous_nonliving_thing	clock	0.0125878	n	8.6	3.33220451	5	1
a_container	jar	0.012558226	n	6.95	2.944438979	3	1
a_miscellaneous_nonliving_thing	pillow	0.011593346	n	8.8	1.791759469	6	2
a_building	skyscraper	0.011365989	n	6.45	1.098612289	10	3
a_plant	dandelion	0.011170055	n	6.4	0	9	4
a_miscellaneous_nonliving_thing	basement	0.010913124	n	7.6	3.496507561	8	2
a_building	church	0.010824399	n	6.1	4.9698133	6	1
clothing	pajamas	0.010613678	n	8.5	1.386294361	7	3
a_miscellaneous_nonliving_thing	chandelier	0.010323475	n	6.5	1.386294361	10	3
an_appliance	telephone	0.010253235	n	8.85	4.406719247	9	3
a_miscellaneous_nonliving_thing	bedroom	0.010194085	n	8.95	4.025351691	7	2
a_miscellaneous_nonliving_thing	stereo	0.010125693	n	8.95	2.48490665	6	3
furniture	bed	0.009853974	n	8.95	4.934473933	3	1
a_miscellaneous_nonliving_thing	mirror	0.009136784	n	8.4	3.433987204	6	2
a_miscellaneous_nonliving_thing	cellar	0.008848429	n	4.7	3.295836866	6	2
furniture	lamp	0.008550832	n	8.55	3.17805383	4	1
a_miscellaneous_nonliving_thing	beehive	0.008157116	n	5.1	0	7	2
a_miscellaneous_nonliving_thing	candle	0.008110906	n	7.7	3.135494216	6	2
a_miscellaneous_nonliving_thing	toy	0.007136784	n	7.7	2.708050201	3	1
a_container	sack	0.007097967	n	5.7	2.197224577	4	1
a_miscellaneous_nonliving_thing	menu	0.006794824	n	8.05	1.945910149	4	2
a_miscellaneous_nonliving_thing	doll	0.006696858	n	7.75	3.091042453	4	1
a_tool	sandpaper	0.006415896	n	5.75	0	9	3
a_miscellaneous_nonliving_thing	unicycle	0.005791128	n	2.75	0	8	4
an_appliance	radio	0.005345656	n	8.7	4.844187086	5	3
a_miscellaneous_nonliving_thing	magazine	0.005247689	n	8.15	4.158883083	8	3
a_miscellaneous_nonliving_thing	muzzle	0.005060998	n	3.25	2.397895273	6	2
a_miscellaneous_nonliving_thing	bouquet	0.00467098	n	6.05	1.609437912	7	2
a_shelter	tent	0.004465804	n	6.85	3.401197382	4	1
a_miscellaneous_nonliving_thing	book	0.004103512	n	8.8	5.666426688	4	1
a_building	chapel	0.004012939	n	5.25	3.091042453	6	2
a_miscellaneous_nonliving_thing	certificate	0.002885397	n	6.95	2.079441542	11	4
a_machine	projector	0.002510166	n	6.6	0	9	3
